ID	Source URL	Title	Story	Theme	Duplicate	Ethical concern	Annotator A	Annotator B	Strength disagreement	1st Audit	2nd Audit needed	2nd Audit	3rd Audit needed	3rd Audit	Origin	Genre	Final Strength	Final Strength Text	Final Virtue	Final Virtue Text	Duplicate title	Duplicate story	Duplicate theme
243	https://www.moralstories.org/the-false-human-belief/	The False Human Belief	As a man was passing the elephants, he suddenly stopped, confused by the fact that these huge creatures were being held by only a small rope tied to their front leg. No chains, no cages. It was obvious that the elephants could, at any time can break away from their bonds but for some reason, they did not. He saw a trainer nearby and asked why these animals just stood there and made no attempt to get away. “Well,” trainer said, “when they are very young and much smaller we use the same size rope to tie them and, at that age, it’s enough to hold them. As they grow up, they are conditioned to believe they cannot break away. They believe the rope can still hold them, so they never try to break free.” The man was amazed. These animals could at any time break free from their bonds but because they believed they couldn’t, they were stuck right where they were. Like the elephants, how many of us go through life hanging onto a belief that we cannot do something, simply because we failed at it once before?	Failure is a part of learning. We should never give up the struggle in life. You Fail not because you are destined to fail, but because there are lessons which you need to learn as you move on with your life.	0	0	5	7	1	7	0		0		Miscellaneous	Miscellaneous	7	Persistence	B	Courage			
244	https://www.moralstories.org/the-man-and-the-little-cat/	The Man and The Little Cat	One day, an old man was having a stroll in the forest when he suddenly saw a little cat stuck in a hole. The poor animal was struggling to get out. So, he gave him his hand to get him out. But the cat scratched his hand with fear. The man pulled his hand screaming with pain. But he did not stop; he tried to give a hand to the cat again and again. Another man was watching the scene, screamed with surprise, “For god sakes! Stop helping this cat! He’s going to get himself out of there”. The other man did not care about him, he just continued saving that animal until he finally succeeded, And then he walked to that man and said, “Son, it is cat’s Instincts that makes him scratch and to hurt, and it is my job to love and care”.	Treat everyone around you with your ethics, not with theirs.   Treat the people the way you want to be treated by them.	0	0	11	17	1	11	1	11	1	11	Miscellaneous	Miscellaneous	11	Kindness	C	Humanity			
245	https://www.moralstories.org/unity-is-strength/	Unity is Strength	Once upon a time, there was a flock of doves that flew in search of food led by their king. One day, they had flown a long distance and were very tired. The dove king encouraged them to fly a little further. The smallest dove picked up speed and found some rice scattered beneath a banyan tree. So all the doves landed and began to eat. Suddenly a net fell over them and they were all trapped. They saw a hunter approaching carrying a huge club. The doves desperately fluttered their wings trying to get out, but to no avail. The king had an idea. He advised all the doves to fly up together carrying the net with them. He said that there was strength in unity. Each dove picked up a portion of the net and together they flew off carrying the net with them. The hunter looked up in astonishment. He tried to follow them, but they were flying high over hills and valleys. They flew to a hill near a city of temples where there lived a mouse who could help them. He was a faithful friend of the dove king. When the mouse heard the loud noise of their approach, he went into hiding. The dove king gently called out to him and then the mouse was happy to see him. The dove king explained that they had been caught in a trap and needed the mouse’s help to gnaw at the net with his teeth and set them free. The mouse agreed saying that he would set the king free first. The king insisted that he first free his subjects and the king last. The mouse understood the king’s feelings and complied with his wishes. He began to cut the net and one by one all the doves were freed including the dove king. They all thanked the mouse and flew away together, united in their strength.	When you work together, you are stronger.	0	0	13	13	0		0		0		Miscellaneous	Miscellaneous	13	Citizenship	D	Justice			
246	https://www.moralstories.org/little-boys-love-for-his-family/	Little Boy’s Love for his Family	I was walking around in a Big Bazar store doing a shopping, when I saw a Cashier talking to a boy couldn’t have been more than 5 or 6 years old. The Cashier said, “I’m sorry, but you don’t have enough money to buy this doll.”  Then the little boy turned to me and asked, “Uncle, are you sure I don’t have enough money?” I counted his cash and replied, “You know that you don’t have enough money to buy the doll, my dear.” The little boy was still holding the doll in his hand.  Finally, I walked toward him and I asked him who he wished to give this doll to.  “It’s the doll that my sister loved most and wanted so much . I wanted to Gift  her for her Birthday. I have to give the doll to my mommy so that she can give  it to my sister when she goes there.” His eyes were so sad while saying this. “My Sister has gone to be with God. Daddy says that Mommy is going to see God very soon too, so I thought that she could take the doll with her to give it to my sister.” My heart nearly stopped. The little boy looked up at me and said, “I told daddy to tell mommy not to go yet. I need her to wait until I come back from the mall.” Then he showed me a very nice photo of him, where he was laughing. He then told me “I want mommy to take my picture with her so my sister won’t forget me, I love my mommy and I wish she doesn’t have to leave me, but daddy says that she has to go to be with my little sister.” Then he looked again at the doll with sad eyes, very quietly. I quickly reached for my wallet and said to the boy. “Suppose we check again, just in case you do have enough money for the doll?” He said, “OK, I hope I do have enough.” I added some of my money to his, with out him seeing and we started to count it.  There was enough for the doll and even some spare money. The little boy said, “Thank you God for giving me enough money!” Then he looked at me and added, “I asked last night before I went to sleep for God to make sure I had enough money to buy this doll, so that mommy could give It to my sister. He heard me! I also wanted to have enough money to buy a white rose for my mommy, but I didn’t dare to ask God for too much. But He gave me enough to buy the doll and a white rose. My mommy loves white roses.” I finished my shopping in a totally different state from when I started. I couldn’t get the little boy out of my mind. Then I remembered a local news paper article two days ago, which mentioned a drunk man in a truck, who hit a car occupied by a young woman and a little girl. The little girl died right away, and the mother was left in a critical state. The family had to decide whether to pull the plug on the life sustaining machine, because the young woman would not be able to recover from the coma. Was this the family of the little boy? Two days after this encounter with the little boy, I read in the news paper that the young woman had passed away. I couldn’t stop myself. I bought a bunch of white roses and I went to the funeral home where the body of the young woman was exposed for people to see and make last wishes before her burial. She was there, in her coffin, holding a beautiful white rose in her hand with the photo of the little boy and the doll placed over her chest. I left the place, teary-eyed, feeling that my life had been changed for ever... The love that the little boy had for his mother and his sister is still, to this day, hard to imagine. And in a fraction of a second, a drunk driver had taken all this away from him...	Respect life, Follow and Obey Rules. Don’t make anyone else to pay and bear for your mistakes. Do not make the mistakes which cost others something that can never be replaced. Always have a giving hand and extend your help to those in need and sorrow.	0	0	11	11	0		0		0		Miscellaneous	Miscellaneous	11	Kindness	C	Humanity			
247	https://www.moralstories.org/fear-vs-respect/	Fear vs Respect	A Long time ago a very cruel king named Virat Singh was ruling the city of Vijay Nagar. All citizens were fearful because of his cruelty. Virat has a dog named Jack, which he used to love more than anything, one fateful morning Jack died. Virat Singh organized last rituals for the dog, entire city came to a cremation ground. Virat Singh was very happy to see that people love him so much and he felt he is the most popular king in the world. After few days Virat Singh died, but no one came for his funerals.	Respect is something you have to earn, you cannot force it on others to respect you. There is a thin line between Fear and Respect, every one of us should understand it and do necessary corrections in our personalities.	0	0	12	5	1	12	1	12	0		Miscellaneous	Miscellaneous	12	Social Intelligence	C	Humanity			
248	https://www.moralstories.org/helping-others/	Helping Others	Once there was a small boy named Shankar. He belonged to a poor family.  One day, he was crossing through the forest carrying some woods. He saw an old man who was very hungry.  Shankar wanted to give him some food, but he did not have food for his own.  So he continued on his way.  On his way, he saw a deer who was very thirsty.  He wanted to give him some water, but he did not have water for himself.  So he went on his way ahead. Then he saw a man who wanted to make a camp but he did not have woods.  Shankar asked his problem and gave some woods to him.  In return, he gave him some food and water.  Now he went back to the old man and gave him some food and gave some water to the deer. The old man and the deer were very happy.   Shankar then happily went on his way. However, one day Shankar fell down the hill.  He was in pain but he couldn’t move and no one was there to help him.  But, the old man who he had helped before saw him, he quickly came and pulled him up the hill.  He had many wounds on his legs.  The deer whom shankar had given water saw his wounds and quickly went to the forest and brought some herbs.  After some time his wounds were covered.   All were very happy that they were able to help each other.	If you help others, then they will also help you.	0	0	11	17	1	11	1	11	1	11	Miscellaneous	Miscellaneous	11	Kindness	C	Humanity			
249	https://www.moralstories.org/the-little-mouse/	The Little Mouse	Once upon a time, there was a Baby Mouse and Mother Mouse. They lived in a hole in the skirting board in a big, warm house with lots of cheese to eat, where they wanted for nothing. Then, one day, Mother Mouse decided to take Baby Mouse outside of their home. Waiting outside for them was a huge ginger tomcat, licking its lips and waiting to eat them both up. “Mother, Mother! What should we do?” Cried Baby Mouse, clinging to his mother’s tail. Mother Mouse paused, staring up into the beady eyes of the hungry cat. But she wasn’t scared because she knew exactly how to deal with big, scary cats. She opened her mouth and took in a deep breath. “Woof! Woof! Bark bark bark!” She shouted, and the cat ran away as fast as he could. “Wow, Mother! That was amazing!” Baby Mouse said to his mother, smiling happily. “And that, my child, is why it is always best to have a second language.”	It’s always good to have a second language.	0	0	5	5	0		0		0		Miscellaneous	Miscellaneous	5	Perspective	A	Wisdom and Knowledge			
250	https://www.moralstories.org/birbals-wisdom/	Birbal’s Wisdom	One fine day, Akbar lost his ring. When Birbal arrived in the court, Akbar told him “I have lost my ring. My father had given it to me as a gift. Please help me find it.”  Birbal said, ‘do not worry your Majesty, I will find your ring right now.’ He said, ”Your Majesty the ring is here in this court itself, it is with one of the courtiers.  The courtier who has a straw in his beard has your ring.”  The courtier who had the emperors ring was shocked and immediately moved his hand over his beard.  Birbal noticed this act of the courtier.  He immediately pointed towards the courtier and said, ”Please search this man. He has the emperors ring.” Akbar could not understand how Birbal had Managed to find the ring.  Birbal then told Akbar that a guilty person is always scared.	A Guilty Conscience need No Accuser.	0	0	8	5	1	8	1	8	0		Miscellaneous	Miscellaneous	8	Integrity	B	Courage			
251	https://www.moralstories.org/the-three-types-of-people/	The Three Types of People	A teacher shows three toys to a student and asks the student to find out the differences. All the three toys are seemed to be identical in their shape, size, and material. After keen observation, the student observes holes in the toys. 1st toy it has holes in the ears.  The 2nd toy has holes in ear and mouth. The 3rd toy has only one hole in one ear. Then with the help of the needle, the student puts the needle in the ear hole of the 1st toy. The needle comes out from the other ear. In the 2nd toy, when the needle was put in the ear the needle came out of a mouth. And in the 3rd toy, when the needle was put in, the needle did not come out. The First toy represents those people around you who gives an impression that they are listening to you, all your things and care for you. But they just pretend to do so. After listening, as the needle comes out from the next ear, the things you said to them by counting on them are gone. So be careful while you are speaking with this type of people around you, who does not care for you. The Second toy represents those people who listen to you all your things and gives an impression that they care for you. But as in the toy, the needle comes out from a mouth. These people will use your things and the words you tell them against you by telling it to others and bringing out the confidential issues for their own purpose. The Third toy, the needle does not come out from it. These kinds of people will keep the trust you have in them. They are the ones who you can count on.	Always stay in a company of a people who are loyal and trustworthy. People, who listen to what you tell them, are not always the ones you can count on when you need them the most.	0	0	5	5	0		0		0		Miscellaneous	Miscellaneous	5	Perspective	A	Wisdom and Knowledge			
252	https://www.moralstories.org/who-or-what-do-we-love-more/	Who or What do we love more?	A man was polishing his new car; his 4 yr old daughter picked up a stone and scratched on the side of the car. In anger, the furious Man took his child’s hand & hit it many times, not realizing he was using a wrench. At the hospital, the child lost all her fingers due to multiple fractures. When the child saw her father, with painful eyes he asked ‘Dad when will my fingers grow back?’ The man was so hurt and speechless. He went back to the car and kicked it many times. Devastated by his own actions, sitting in front of the car he looked at the scratches, His daughter had written ‘LOVE YOU DAD’.	Remember, Anger and Love have no limit.  Always remember that “Things are to be used and people are to be loved”.  But the problem in today’s world is that “People are being used & Things are being loved”.	0	0	10	19	1	10	1	10	0		Miscellaneous	Miscellaneous	10	Love	C	Humanity			
253	https://www.moralstories.org/father-son-conversation/	Father Son Conversation	One day, the father was doing some work and his son came and asked, “Daddy, may I ask you a question?” Father said, “Yeah sure, what it is?” So his son asked, “Dad, how much do you make an hour?” Father got bit upset and said, “That’s none of your business. Why do you ask such a thing?” Son said, “I just want to know. Please tell me, how much do you make an hour?” So, the father told him that “I make Rs. 500 per hour.” “Oh”, the little boy replied, with his head down. Looking up, he said, “Dad, may I please borrow Rs. 300?” The father furiously said, “if the only reason you asked about my pay is so that you can borrow some money to buy a silly toy or other nonsense, then march yourself to your room and go to bed. Think why you are being so selfish. I work hard every day and do not like this childish behavior.” The little boy quietly went to his room and shut the door. The man sat down and started to get even angrier about the little boy’s questions. How dare he ask such questions only to get some money? After about an hour or so, the man had calmed down and started to think, “Maybe there was something he really needed to buy with that Rs. 300 and he really didn’t ask for money very often!” The man went to the door of little boy’s room and opened the door.“  Are you sleeping, son?” He asked. “No daddy, I’m awake,” replied the boy. “I’ve been thinking, maybe I was too hard on you earlier”, said the man. “It’s been a long day and I took out my aggravation on you, Here’s the Rs.300 you asked for”. The little boy sat straight up, smiling “oh thank you, dad!” He yelled. Then, reaching under his pillow he pulled some crippled up notes. The man, seeing that the boy already had money, started to get angry again. The little boy slowly counted out his money, then looked up at his father. “Why do you want money if you already had some?” the father grumbled. “Because I didn’t have enough, but now I do,” the little boy replied. “Daddy I have Rs. 500 now. Can I buy an hour of your time? Please come home early tomorrow. I would like to have dinner with you”. Father was dumbstruck.	It’s just a short reminder to all of you working so hard in life! We should not let time slip through our fingers without having spent some time with those who really matter to us, those close to our hearts. If we die tomorrow, the company that we are working for could easily replace us in a matter of days. But the family & friends we leave behind will feel the loss for the rest of their lives. And come to think of it, we pour ourselves more into work than to our family.	0	0	10	13	1	13	0		0		Miscellaneous	Miscellaneous	13	Citizenship	D	Justice			
254	https://www.moralstories.org/whats-for-dinner/	What’s for Dinner	A man feared his wife wasn’t hearing as well as she used to and he thought she might need a hearing aid. Not quite sure how to approach her, he called the family Doctor to discuss the problem. The Doctor told him there is a simple informal test the husband could perform to give the Doctor a better idea about her hearing loss. Here’s what you do,” said the Doctor, “stand about 40 feet away from her, and in a normal conversational speaking tone see if she hears you. If not, go to 30 feet, then 20 feet, and s o on until you get a response.” That evening, the wife is in the kitchen cooking dinner, and he was in the den. He says to himself, “I’m about 40 feet away, let’s see what happens.” Then in a normal tone, he asks, ‘Honey, what’s for dinner?” No response. So the husband moves to closer to the kitchen, about 30 feet from his wife and repeats, “Honey, what’s for dinner?” Still no response. Next, he moves into the dining room where he is about 20 feet from his wife and asks, Honey, what’s for dinner?” Again he gets no response so, He walks up to the kitchen door, about 10 feet away. “Honey, what’s for dinner?” Again there is no response. So he walks right up behind her. “Honey, what’s for dinner?” “James, for the FIFTH time I’ve said, CHICKEN!”	The problem may not be with the other one as we always think, could be very much within us!	0	0	3	3	0		0		0		Miscellaneous	Miscellaneous	3	Judgment	A	Wisdom and Knowledge			
255	https://www.moralstories.org/the-ship-of-friendship/	The Ship of Friendship	A voyaging ship was wrecked during a storm at sea and only two of the men on it were able to swim to a small, desert like island.  The two survivors who have been good friends, not knowing what else to do, agreed that they had no other recourse but to pray to God. However, to find out whose prayer was more powerful, they agreed to divide the territory between them and stay on opposite sides of the island. The first thing they prayed for was food. The next morning, the first man saw a fruit-bearing tree on his side of the land, and he was able to eat its fruit. The other man’s parcel of land remained barren.  After a week, the first man was lonely and he decided to pray for a wife. The next day, another ship was wrecked, and the only survivor was a woman who swam to his side of the land. On the other side of the island, there was nothing. Soon the first man prayed for a house, clothes, more food. The next day, like magic, all of these were given to him. However, the second man still had nothing.  Finally, the first man prayed for a ship, so that he and his wife could leave the island. In the morning, he found a ship docked at his side of the island. The first man boarded the ship with his wife and decided to leave the second man on the island. He considered the other man unworthy to receive God’s blessings since none of his prayers had been answered. As the ship was about to leave, the first man heard a voice from heaven booming, “Why are you leaving your companion on the island?” “My blessings are mine alone since I was the one who prayed for them,” the first man answered. “His prayers were all unanswered and so he does not deserve anything.” “You are mistaken!” the voice rebuked him. “He had only one prayer, which I answered. If not for that, you would not have received any of my blessings.” “Tell me,” the first man asked the voice, “What did he pray for that I should owe him anything?” “He prayed that all your prayers be answered ”	For all we know, our blessings are not the fruits of our prayers alone, but those of another praying for us (Congregational Prayer). Value your friends, don’t leave your loved ones behind.	0	0	11	21	1	21	0		0		Miscellaneous	Miscellaneous	21	Gratitude	F	Transcendence			
256	https://www.moralstories.org/the-poor-mans-wealth/	The Poor Man’s Wealth	Ramchand and Premchand were neighbors. Ramchand was a poor farmer. Premchand was a landlord. Ramchand used to be very relaxed and happy. He never bothered to close the doors and windows of his house at night. He had deep sound sleeps. Although he had no money he was peaceful. Premchand used to be very tense always. He was very keen to close the doors and windows of his house at night. He could not sleep well. He was always bothered that someone might break open his safes and steal away his money. He envied the peaceful Ramchand. One day, Premchand call Ramchand and gave him a boxful of cash saying, “Look my dear friend. I am blessed with plenty of wealth. I find you in poverty. So, take this cash and live in prosperity.” Ramchand was overwhelmingly happy. He was joyful throughout the day. Night came. Ramchand went to bed as usual. But, to-day, he could not sleep. He went and closed the doors and windows. He still could not sleep. He began to keep on looking at the box of cash. The whole night he was disturbed. As soon as day broke, Ramchand took the box of cash to Premchand. He gave away the box to Premchand saying, “Dear Friend, I am poor. But, your money took away peace from me. Please bear with me and take back your money.”	Money can not get everything. Learn to be satisfied with what you have and you will always be happy.	0	0	5	21	1	5	1	5	0		Miscellaneous	Miscellaneous	5	Perspective	A	Wisdom and Knowledge			
257	https://www.moralstories.org/eklavyas-loyalty/	Eklavya’s Loyalty	This is the story of a long-gone era. In the country of India, nearly five thousand years back, lived a boy named Eklavya, the son of a tribal chief in the forests of the kingdom- Hastinapura. Eklavya was a brave, handsome boy. He was loved by all. But he was not happy. His father saw that something troubled Eklavya. More than once he found his son lost deep in thought when other boys enjoyed the pleasures of hunting and playing. One day the father asked his son, Why are you so unhappy, Eklavya? Why don t you join your friends? Why are you not interested in hunting? Father, I want to be an archer replied Eklavya, I want to become a disciple of the great Dronacharya, the great tutor of Archery in Hastinapura. His Gurukul is a magical place where ordinary boys are turned into mighty warriors. Eklavya saw his father was silent. He continued, Father, I know that we belong to the hunting tribe, but I want to be a warrior, father, not a mere hunter. So please allow me to leave home and become the disciple of Dronacharya.  Eklavya’s father was troubled, for he knew that his son’s ambition was not an easy one. But the chief was a loving father and he did not want to refuse his only son’s wish. So the kind man gave his blessings and sent his son on his way to Drona s Gurukul.  Eklavya set on his way. Soon he reached the part of the forest where Drona taught the princes of Hastinapur. In those days, there was no such system as a school, college, university or hostel. The only place where one could get some education was a Gurukul . A Gurukul (Guru refers to “teacher” or “master”, Kul refers to his domain, from the Sanskrit word kula, meaning extended family.) is a type of ancient Hindu school in India that is residential in nature with the shishyas or students and the guru or teacher living in proximity, many a time within the same house. The Gurukul is the place where the students resided together as equals, irrespective of their social standing. The students learned from the guru and also helped the guru in his day-to-day life, including the carrying out of mundane chores such as washing clothes, cooking, etc. The education imparted thus, was a wholesome one. Having said this much, let us now return to Eklavya. When the boy reached Dronacharya s Gurukul, he saw that it consisted of a group of huts,  surrounded by trees and an archery yard. The disciples were practicing to shoot arrows with their bows and arrows in the yard. It was an engaging sight. But Eklavya s eyes searched Drona. Where was he? Will he be able to see the man? Without Drona, all his purpose of coming here would be meaningless. But all his worries soon subsided. He did not have to wait for long. There was the man standing near a tree busy instructing a boy, who was none else than the third Pandava prince Arjuna, as Eklavya came to know later. Though Eklavya had never seen Drona before, he put his guess at work. He went near Drona and bowed. The sage was surprised to see a strange boy addressing him. Who are you? he asked. “Dronacharya, I am Eklavya, son of the Tribal Chief in the western part of the forests of Hastinapura.” Eklavya replied. “Please accept me as your disciple and teach me the wonderful art of Archery.” Drona sighed. “Eklavya... if you are a tribal hunter, you must be a Shudra, the lowest social community according to the Vedic Caste System. I am a Brahmin, the highest caste in the kingdom. I cannot teach a Shudra boy” he said. “And he’s also a Royal teacher,” interrupted Prince Arjuna. “Our Guru has been appointed by the King to train us, the princes and the highborn. How dare you come inside the Gurukul and seek him? Leave! NOW!” he spat out, looking enraged that Eklavya had disturbed his practice. Eklavya was stunned at Arjuna’s behavior. He himself was the son of the chief of his clan, but he never insulted anyone below him in such a way. He looked at Drona for some kind of support, but the sage remained silent. The message was loud and clear. Dronacharya also wanted him to leave. He refused to teach him.  The innocent tribal boy was deeply hurt by Drona’s refusal to teach him. “It’s not fair!” he thought miserably. “God has given knowledge to all, but man alone differentiates his kind.” He left the place with a broken heart and a bitter taste in his mouth. But it could not shatter his ambition to learn Archery. He was still as determined to learn Archery. “I may be a Shudra but does it make any difference?” thought he. ” I am as strong and zealous as Drona’s princes and disciples. If I practice the art every day, I can surely become an archer.” Eklavya reached his own forests and took some mud from a nearby river. He made a statue of Dronacharya and selected a secluded clearing in the forests to place it. Eklavya did this because he faithfully believed that if he practiced before his Guru, he would become an able archer. Thus, though his Guru shunned him, he still held him in high esteem and thought of him as his Guru. Day after day, he took his bow and arrow, worshiped the statue of Drona and started practice. In time faith, courage and perseverance transformed Eklavya the mere tribal hunter into Eklavya the extraordinary archer. Eklavya became an archer of exceptional prowess, superior even to Drona’s best pupil, Arjuna. One day while Eklavya is practicing, he hears a dog barking. At first, the boy ignored the dog, but the continuous disturbance in his practice angered him. He stopped his practice and went towards the place where the dog was barking.  Before the dog could shut up or get out of the way, Eklavya fired seven arrows in rapid succession to fill the dog’s mouth without injuring it. As a result, it roamed the forests with its mouth opened. But Eklavya was not alone in his practice. He was unaware of the fact that just some distance away, the Pandava princes were also present in that area of the forest. As fate would have it, that day, they had come with their teacher, Drona, who was instructing them about some finer points of archery by making them learn in the real-life condition of the open jungle. As they were busy practicing, they suddenly chanced upon the “stuffed” dog, and wonder who could have pulled off such a feat of archery. Drona was amazed too.”  Such an excellent aim can only come from a mighty archer.” he exclaimed. He told the Pandavas that if somebody was such a good archer then he surely needed to be met. The practice was stopped and together they began searching the forest for the one behind such amazing feat. They found a dark-skinned man dressed all in black, his body besmeared with filth and his hair in matted locks. It was Eklavya. Dronacharya went up to him. “Your aim is truly remarkable!” Drona praised Eklavya, and asked, “From whom did you learn Archery?” Eklavya was thrilled to hear Drona’s praises.  How surprised he will be if he told Drona that he, in fact, was his Guru! “From you my Master.  You are my Guru,” Eklavya replied humbly. “Your Guru? How can I be your Guru? I have never seen you before!” Drona exclaimed in surprise. But all of a sudden he remembered something. He remembered about an eager boy who had visited his Gurukul several months ago.”  Now I remember,” said he. “Are you not the same hunter boy whom I refused admission in my Gurukul some months back?” “Yes, Dronacharya”, replied the boy. “After I left your Gurukul, I came home and made a statue like you and worshiped it every day. I practiced before your image. You refused to teach me, but your statue did not. Thanks to it, I have become a good archer.” Hearing this, Arjuna became angry. “But you promised me that you’d make me the best archer in the world!” he accused Drona. “Now how can that be? Now a common hunter has become better than me!” The other princes remembered their master frequently praising Arjuna that he had immense talent and will be the greatest archer in the kingdom. They waited with bated breath. What will their teacher do now? Unable to answer Arjuna’s question, Drona remained silent. The sage too was upset that his promise to Prince Arjuna was not going to be fulfilled. He was also angry with Eklavya for disobeying him. So the sage planned to punish Eklavya.  “Where is your guru dakhsina? You have to give me a gift for your training,” the sage demanded. He had finally found a way to make Eklavya suffer for his disobedience. Eklavya was overjoyed. A guru dakshina was the voluntary fee or gift offered by a disciple to his guru at the end of his training. The guru-shishya parampara, i.e. the teacher-student tradition, was a hallowed tradition in Hinduism. At the end of a shishya’s study, the guru asks for a “guru dakshina,” since a guru does not take fees. A guru dakshina is the final offering from a student to the guru before leaving the ashram. The teacher may ask for something or nothing at all. “Dronacharya, I’ll be the happiest person on earth to serve you. Ask me anything and I will offer it to you as my guru dhakshina “he said. “I might ask something you don’t like to give me. What if you refuse the dhakshina I want?”  Drona asked cunningly. Eklavya was shocked. It was considered a grave insult and a great sin if a guru’s dakshina was refused. “No! How can I, teacher? I am not that ungrateful.  I’ll never refuse anything you ask, Dronacharya,” promised the unsuspecting boy. Drona did not wait anymore. “Eklavya, I seek to have your right-hand thumb as my guru dhakshina” he declared. Silence befell on everyone. Everyone was shocked, even Arjuna. He looked at his teacher in horror and disbelief. How could their teacher make such a cruel demand? That too, from a mere boy? For a moment Eklavya stood silent. Without his thumb, he could never shoot arrows again. But the teacher must be satisfied. “Ok Gurudev as you wish”, said he. Then, without the slightest hesitation, Eklavya drew out his knife and cut his thumb!  The prince gasped at Eklavya’s act of bravery. But the tribal boy betrayed no signs of pain and held out his severed thumb to Dronacharya. “Here is my guru Dakshina, Drona”, Ekalavya said. “I am happy that you have made me your disciple, even if I’m a mere Shudra hunter.” The sage was humbled. He blessed the young archer for his courage. “Eklavya, even without your thumb, you’ll be known as a great archer. I bless you that you will be remembered forever for your loyalty to your guru,” Drona declared and left the forests. He was moved and grieved at his own action. But he was content that his promise to Arjuna was not broken. The Gods blessed Eklavya from above. But despite his handicap, Eklavya continued to practice archery. How could he do so? When one is dedicated, one can make even mountains bow. With practice, Eklavya could shoot arrows with his index and middle finger and he became a greater archer than he was ever before. His renown spread far and wide. When Drona came to know this, he blessed the boy silently and begged for divine forgiveness. And true to Drona’s blessing, Eklavya is still praised as the most loyal and brave student in the epic of Mahabharata.	Any knowledge Teacher gives to Student has value in life of a Student as he goes on with life.  Think from Kindergarten till highest level of study you have completed, see what you will be left with if there were no teachers in your life.  Parents give us life, love and help in going right direction, But Teachers show us how to live life, shows us path and makes us self dependable so that we can pick the right path.  Always respect your teachers, do not value them any lesser than your parents.  When student succeeds in studies and life, its student who always gets praised by People, not the one who gave student a knowledge to success.   Teacher’s Happiness is in student’s success, and student should not forget to at least thank politely to the one who made you capable of following journey of life.  And if you had learned what your teacher taught you with dedication and respect to towards teacher, journey of life always gets comfortable.	0	1	21	5	1		1	21	0		Miscellaneous	Miscellaneous	21	Gratitude	F	Transcendence			
258	https://www.moralstories.org/boys-job-appraisal/	Boy’s Job Appraisal	A little boy went into a drug store, reached for a soda carton and pulled it over to the telephone. He climbed onto the carton so that he could reach the buttons on the phone and proceeded to punch in seven digits (phone numbers).  The store-owner observed and listened to the conversation. Boy: ‘Lady, Can you give me the job of cutting your lawn? Woman: (at the other end of the phone line): ‘I already have someone to cut my lawn.’ Boy: ‘Lady, I will cut your lawn for half the price of the person who cuts your lawn now.’ Woman: I’m very satisfied with the person who is presently cutting my lawn. Boy: (with more perseverance): ‘Lady, I’ll even sweep your curb and your sidewalk, so on Sunday you will have the prettiest lawn in all of Palm beach, Florida.’ Woman: No, thank you. With a smile on his face, the little boy replaced the receiver.  The store-owner, who was listening to all this, walked over to the boy. Store Owner: ‘Son... I like your attitude; I like that positive spirit and would like to offer you a job.’ Boy: ‘No thanks.’ Store Owner: But you were really pleading for one. Boy: No Sir, I was just checking my performance at the Job I already have. I am the one who is working for that lady I was talking to!’	This is what we call ‘Self Appraisal’.  Every time if we don’t get ahead of others, we blame others for it.  We should look to our self and compare, find own weaknesses and work hard to throw away weaknesses.  Always Work Hard, Honest and with full Dedication.  It will always pay up.	0	0	7	7	0		0		0		Miscellaneous	Miscellaneous	7	Persistence	B	Courage			
259	https://www.moralstories.org/birbal-caught-the-thief/	Birbal caught the Thief	Once a rich merchant’s house was robbed. The merchant suspected that the thief was one of his servants. So he went to Birbal and mentioned the incident. Birbal went to his house and assembled all of his servants and asked that who stole the merchant’s things. Everybody denied. Birbal thought for a moment, then gave a stick of equal length to all the servants of the merchant and said to them that the stick of the real thief will be longer by two inches tomorrow. All the servants should be present here again tomorrow with their sticks. All the servants went to their homes and gathered again at the same place the next day. Birbal asked them to show him their sticks. One of the servants had his stick shorter by two inches. Birbal said, “This is your thief, merchant.” Later the merchant asked Birbal, “How did you catch him?” Birbal said, “The thief had already cut his stick short by two inches in the night fearing that his stick will be longer by two inches by morning.”	Truth will always Prevail.	0	0	8	8	0		0		0		Miscellaneous	Miscellaneous	8	Integrity	B	Courage			
260	https://www.moralstories.org/five-more-minutes/	Five More Minutes	While at the park one day, a woman sat down next to a man on a bench near a playground.  “That’s my son over there,” she said, pointing to a little boy in a red sweater who was gliding down the slide.  “He’s a fine looking boy”, the man said. “That’s my daughter on the bike in the white dress.” Then, looking at his watch, he called to his daughter. “What do you say we go, Melissa?”  Melissa pleaded, “Just five more minutes, Dad. Please? Just five more minutes.”  The man nodded and Melissa continued to ride her bike to her heart’s content. Minutes passed and the father stood and called again to his daughter. “Time to go now?” Again Melissa pleaded, “Five more minutes, Dad. Just five more minutes.”  The man smiled and said, “OK.”  “My, you certainly are a patient father,” the woman responded. The man smiled and then said, “Her older brother Tommy was killed by a drunk driver last year while he was riding his bike near here. I never spent much time with Tommy and now I’d give anything for just five more minutes with him. I’ve vowed not to make the same mistake with Melissa.  She thinks she has five more minutes to ride her bike. The truth is, I get Five more minutes to watch her play.”	Life is all about making priorities, and family is one and only priority on top of all other, so spend all time you can with loved ones.	0	0	10	10	0		0		0		Miscellaneous	Miscellaneous	10	Love	C	Humanity			
